datetime,cash,commission,eurusd,total,returns,equity_curve,drawdown
2017-01-03 01:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:30:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:35:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:40:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:45:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:50:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 02:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:30:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:35:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:40:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:45:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:50:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 03:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:30:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:35:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:40:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:45:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:50:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 04:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:30:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:35:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:40:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:45:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:50:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 05:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:30:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:35:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:40:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:45:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:50:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 06:55:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:00:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:05:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:10:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:15:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:20:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:25:00,10000.0,0.0,0.0,10000.0,0.0,1.0,0.0
2017-01-03 07:30:00,9895.391,0.0,104.609,10000.0,0.0,1.0,0.0
2017-01-03 07:35:00,9895.391,0.0,104.557,9999.948,-5.19999999993e-06,0.9999948,5.19999999993e-06
2017-01-03 07:40:00,9895.391,0.0,104.547,9999.938,-1.00000520009e-06,0.9999938,6.19999999996e-06
2017-01-03 07:45:00,9895.391,0.0,104.569,9999.96,2.20001363993e-06,0.999996,4.00000000012e-06
2017-01-03 07:50:00,9895.391,0.0,104.584,9999.975,1.50000600008e-06,0.9999975,2.50000000002e-06
2017-01-03 07:55:00,9895.391,0.0,104.595,9999.986,1.10000274978e-06,0.9999986,1.40000000026e-06
2017-01-03 08:00:00,9895.391,0.0,104.583,9999.974,-1.20000167991e-06,0.9999974,2.60000000019e-06
2017-01-03 08:05:00,9895.391,0.0,104.631,10000.022,4.80001247993e-06,1.0000022,0.0
2017-01-03 08:10:00,9895.391,0.0,104.583,9999.974,-4.79998943992e-06,0.9999974,4.79999999992e-06
2017-01-03 08:15:00,9895.391,0.0,104.423,9999.814,-1.60000416001e-05,0.9999814,2.07999999999e-05
2017-01-03 08:20:00,9895.391,0.0,104.307,9999.698,-1.1600215764e-05,0.9999698,3.23999999999e-05
2017-01-03 08:25:00,9895.391,0.0,104.318,9999.709,1.10003322096e-06,0.9999709,3.13e-05
2017-01-03 08:30:00,9895.391,0.0,104.214,9999.605,-1.04003026488e-05,0.9999605,4.16999999999e-05
2017-01-03 08:35:00,9895.391,0.0,104.296,9999.687,8.2003239128e-06,0.9999687,3.34999999999e-05
2017-01-03 08:40:00,9895.391,0.0,104.341,9999.732,4.5001408544e-06,0.9999732,2.89999999999e-05
2017-01-03 08:45:00,9895.391,0.0,104.424,9999.815,8.30022244602e-06,0.9999815,2.06999999999e-05
2017-01-03 08:50:00,9895.391,0.0,104.349,9999.74,-7.50013875261e-06,0.999974,2.81999999999e-05
2017-01-03 08:55:00,9895.391,0.0,104.346,9999.737,-3.00007800269e-07,0.9999737,2.85e-05
2017-01-03 09:00:00,9895.391,0.0,104.249,9999.64,-9.70025511671e-06,0.999964,3.82e-05
2017-01-03 09:05:00,9895.391,0.0,104.321,9999.712,7.20025920931e-06,0.9999712,3.1e-05
2017-01-03 09:10:00,9895.391,0.0,104.251,9999.642,-7.00020160582e-06,0.9999642,3.8e-05
2017-01-03 09:15:00,9895.391,0.0,104.182,9999.573,-6.90024702876e-06,0.9999573,4.48999999999e-05
2017-01-03 09:20:00,9895.391,0.0,104.238,9999.629,5.60023912999e-06,0.9999629,3.93000000001e-05
2017-01-03 09:25:00,9895.391,0.0,104.192,9999.583,-4.60017066617e-06,0.9999583,4.38999999999e-05
2017-01-03 09:30:00,9895.391,0.0,104.07,9999.461,-1.22005087614e-05,0.9999461,5.61e-05
2017-01-03 09:35:00,9895.391,0.0,104.082,9999.473,1.20006468363e-06,0.9999473,5.48999999999e-05
2017-01-03 09:40:00,9895.391,0.0,104.118,9999.509,3.60018973011e-06,0.9999509,5.12999999998e-05
2017-01-03 09:45:00,9895.391,0.0,104.076,9999.467,-4.20020623026e-06,0.9999467,5.54999999999e-05
2017-01-03 09:50:00,9895.391,0.0,104.023,9999.414,-5.30028250501e-06,0.9999414,6.07999999999e-05
2017-01-03 09:55:00,9895.391,0.0,104.01,9999.401,-1.30007618437e-06,0.9999401,6.20999999997e-05
2017-01-03 10:00:00,9895.391,0.0,104.052,9999.443,4.20025159498e-06,0.9999443,5.78999999998e-05
2017-01-03 10:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 10:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 11:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 12:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 13:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 14:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 15:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 16:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 17:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 18:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 19:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 20:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:50:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 21:55:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:00:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:05:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:10:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:15:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:20:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:25:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:30:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:35:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:40:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
2017-01-03 22:45:00,9999.443,0.0,0.0,9999.443,0.0,0.9999443,5.78999999998e-05
